ID,team_id,country,team_code,confederation_name,region_name,tournament_id,tournament_name,year,matches_played,total_goals,stage_reached,hist_avg_goals,hist_total_goals,hist_appearances,hist_avg_matches,hist_last_goals,hist_last3_avg_goals,conf_year_avg_goals,conf_avg_goals,conf_size,confederation_encoded,region_encoded,country_encoded,stage_encoded,hist_momentum,hist_consistency,goals_per_match,hist_goals_per_match,is_host,conf_strength_vs_era
WC-2022_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2022,2022 FIFA Men's World Cup,2022,7,16,final,8.0,120,15,4.4,14.0,8.333333333333334,6.923076923076923,6.4903474903474905,13,5,4,27,6,4,6.792853387410709,2.2857142857142856,8.0,0,1.5480769230769234
WC-1934_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,4,11,third-place match,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,28,5,0,4.25745142161159,2.75,0.0,0,0.958333333333333
WC-1938_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,2,3,round of 16,11.0,11,1,4.0,11.0,11.0,5.416666666666667,6.4903474903474905,12,5,4,28,2,0,4.25745142161159,1.5,11.0,0,-0.18333333333333268
WC-1954_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,6,25,final,7.0,14,2,3.0,3.0,7.0,9.5,6.4903474903474905,12,5,4,28,6,-8,5.656854249492381,4.166666666666667,7.0,0,0.75
WC-1958_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,6,12,third-place match,13.0,39,3,4.0,25.0,13.0,7.916666666666667,6.4903474903474905,12,5,4,28,5,22,11.135528725660043,2.0,13.0,0,0.04166666666666696
WC-1962_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,4,quarter-finals,12.75,51,4,4.5,12.0,13.333333333333334,5.1,6.4903474903474905,10,5,4,28,3,-13,9.105858919765158,1.0,12.75,0,-0.46250000000000036
WC-1966_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,6,15,final,11.0,55,5,4.4,4.0,13.666666666666666,7.1,6.4903474903474905,10,5,4,28,6,-8,8.803408430829505,2.5,11.0,0,1.5374999999999996
WC-1970_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1970,1970 FIFA Men's World Cup,1970,6,17,third-place match,11.666666666666666,70,6,4.666666666666667,15.0,10.333333333333334,5.5,6.4903474903474905,10,5,4,28,5,11,8.04155872120988,2.8333333333333335,11.666666666666666,0,-0.4375
WC-1974_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1974,1974 FIFA Men's World Cup,1974,7,13,final,12.428571428571429,87,7,4.857142857142857,17.0,12.0,8.666666666666666,6.4903474903474905,9,5,4,28,6,2,7.612646120264685,1.8571428571428572,12.428571428571429,1,2.604166666666666
WC-1978_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1978,1978 FIFA Men's World Cup,1978,6,10,second group stage,12.5,100,8,5.125,13.0,15.0,6.3,6.4903474903474905,10,5,4,28,1,-4,7.050835816716038,1.6666666666666667,12.5,0,-0.07500000000000018
WC-1982_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,7,12,final,12.222222222222221,110,9,5.222222222222222,10.0,13.333333333333334,7.5,6.4903474903474905,14,5,4,28,6,-3,6.647890225059711,1.7142857142857142,12.222222222222221,0,1.416666666666667
WC-1986_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,7,8,final,12.2,122,10,5.4,12.0,11.666666666666666,6.214285714285714,6.4903474903474905,14,5,4,28,6,2,6.268084945889685,1.1428571428571428,12.2,0,0.7142857142857144
WC-1990_DEU,T-86,Germany,DEU,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,15,final,11.818181818181818,130,11,5.545454545454546,8.0,10.0,5.928571428571429,6.4903474903474905,14,5,4,28,6,-4,6.0797727230247975,2.142857142857143,11.818181818181818,0,1.1369047619047619
WC-1994_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,5,9,quarter-finals,12.083333333333334,145,12,5.666666666666667,15.0,11.666666666666666,6.846153846153846,6.4903474903474905,13,5,4,28,3,7,5.86915408700178,1.8,12.083333333333334,0,0.9711538461538458
WC-1998_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,8,quarter-finals,11.846153846153847,154,13,5.615384615384615,9.0,10.666666666666666,6.8,6.4903474903474905,15,5,4,28,3,-6,5.683985600588051,1.6,11.846153846153847,0,1.4562499999999998
WC-2002_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,7,14,final,11.571428571428571,162,14,5.571428571428571,8.0,10.666666666666666,5.6,6.4903474903474905,15,5,4,28,6,-1,5.556898494584986,2.0,11.571428571428571,0,0.5687499999999996
WC-2006_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,14,third-place match,11.733333333333333,176,15,5.666666666666667,14.0,10.333333333333334,5.785714285714286,6.4903474903474905,14,5,4,28,5,6,5.391351098441528,2.0,11.733333333333333,1,1.1919642857142856
WC-2010_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,7,16,third-place match,11.875,190,16,5.75,14.0,12.0,5.153846153846154,6.4903474903474905,13,5,4,28,5,0,5.239274758971894,2.2857142857142856,11.875,0,0.6225961538461542
WC-2014_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,7,18,final,12.117647058823529,206,17,5.823529411764706,16.0,14.666666666666666,6.384615384615385,6.4903474903474905,13,5,4,28,6,2,5.170618349641275,2.5714285714285716,12.117647058823529,0,1.040865384615385
WC-2018_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,3,2,group stage,12.444444444444445,224,18,5.888888888888889,18.0,16.0,7.285714285714286,6.4903474903474905,14,5,4,28,0,2,5.204321984683638,0.6666666666666666,12.444444444444445,0,2.0044642857142856
WC-2022_DEU,T-31,Germany,DEU,Union of European Football Associations,Europe,WC-2022,2022 FIFA Men's World Cup,2022,3,6,group stage,11.894736842105264,226,19,5.7368421052631575,2.0,12.0,6.923076923076923,6.4903474903474905,13,5,4,28,0,-16,5.59657372210003,2.0,11.894736842105264,0,1.5480769230769234
WC-2006_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,4,4,round of 16,3.499206349206349,0,0,3.3259920634920634,3.1944444444444446,3.398148148148148,2.8,3.204081632653061,5,1,0,29,2,0,1.7966456998631248,1.0,0.0,0,-1.7937500000000002
WC-2010_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,5,5,quarter-finals,4.0,4,1,4.0,4.0,4.0,2.8333333333333335,3.204081632653061,6,1,0,29,3,0,1.7966456998631248,1.0,4.0,0,-1.6979166666666665
WC-2014_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2014,2014 FIFA Men's World Cup,2014,3,4,group stage,4.5,9,2,4.5,5.0,4.5,3.8,3.204081632653061,5,1,0,29,0,1,0.7071067811865476,1.3333333333333333,4.5,0,-1.5437500000000002
WC-2022_GHA,T-32,Ghana,GHA,Confederation of African Football,Africa,WC-2022,2022 FIFA Men's World Cup,2022,3,5,group stage,4.333333333333333,13,3,4.0,4.0,4.333333333333333,4.2,3.204081632653061,5,1,0,29,0,-1,0.5773502691896258,1.6666666666666667,4.333333333333333,0,-1.1749999999999998
WC-1994_GRC,T-33,Greece,GRC,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,3,0,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,6.846153846153846,6.4903474903474905,13,5,4,30,0,0,4.25745142161159,0.0,0.0,0,0.9711538461538458
WC-2010_GRC,T-33,Greece,GRC,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,2,group stage,0.0,0,1,3.0,0.0,0.0,5.153846153846154,6.4903474903474905,13,5,4,30,0,0,4.25745142161159,0.6666666666666666,0.0,0,0.6225961538461542
WC-2014_GRC,T-33,Greece,GRC,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,4,3,round of 16,1.0,2,2,3.0,2.0,1.0,6.384615384615385,6.4903474903474905,13,5,4,30,2,2,1.4142135623730951,0.75,1.0,0,1.040865384615385
WC-1974_HTI,T-34,Haiti,HTI,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-1974,1974 FIFA Men's World Cup,1974,3,2,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,2.0,3.0869565217391304,1,2,1,31,0,0,1.914945701178401,0.6666666666666666,0.0,0,-4.0625
WC-1982_HND,T-35,Honduras,HND,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-1982,1982 FIFA Men's World Cup,1982,3,2,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,1.5,3.0869565217391304,2,2,2,32,0,0,1.914945701178401,0.6666666666666666,0.0,0,-4.583333333333333
WC-2010_HND,T-35,Honduras,HND,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2010,2010 FIFA Men's World Cup,2010,3,0,group stage,2.0,2,1,3.0,2.0,2.0,3.0,3.0869565217391304,3,2,2,32,0,0,1.914945701178401,0.0,2.0,0,-1.53125
WC-2014_HND,T-35,Honduras,HND,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2014,2014 FIFA Men's World Cup,2014,3,1,group stage,1.0,2,2,3.0,0.0,1.0,4.0,3.0869565217391304,4,2,2,32,0,-2,1.4142135623730951,0.3333333333333333,1.0,0,-1.34375
WC-1934_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,2,5,quarter-finals,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,33,3,0,4.25745142161159,2.5,0.0,0,0.958333333333333
WC-1938_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,4,15,final,5.0,5,1,2.0,5.0,5.0,5.416666666666667,6.4903474903474905,12,5,4,33,6,0,4.25745142161159,3.75,5.0,0,-0.18333333333333268
WC-1954_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,5,27,final,10.0,20,2,3.0,15.0,10.0,9.5,6.4903474903474905,12,5,4,33,6,10,7.0710678118654755,5.4,10.0,0,0.75
WC-1958_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,7,group stage,15.666666666666666,47,3,3.6666666666666665,27.0,15.666666666666666,7.916666666666667,6.4903474903474905,12,5,4,33,0,12,11.015141094572204,1.75,15.666666666666666,0,0.04166666666666696
WC-1962_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,8,quarter-finals,13.5,54,4,3.75,7.0,16.333333333333332,5.1,6.4903474903474905,10,5,4,33,3,-20,9.983319421247959,2.0,13.5,0,-0.46250000000000036
WC-1966_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,4,8,quarter-finals,12.4,62,5,3.8,8.0,14.0,7.1,6.4903474903474905,10,5,4,33,3,1,8.988882021697693,2.0,12.4,0,1.5374999999999996
WC-1978_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1978,1978 FIFA Men's World Cup,1978,3,3,group stage,11.666666666666666,70,6,3.8333333333333335,8.0,7.666666666666667,6.3,6.4903474903474905,10,5,4,33,0,0,8.238122763510306,1.0,11.666666666666666,0,-0.07500000000000018
WC-1982_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,3,12,group stage,10.428571428571429,73,7,3.7142857142857144,3.0,6.333333333333333,7.5,6.4903474903474905,14,5,4,33,0,-5,8.202786982831766,4.0,10.428571428571429,0,1.416666666666667
WC-1986_HUN,T-36,Hungary,HUN,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,3,2,group stage,10.625,85,8,3.625,12.0,7.666666666666667,6.214285714285714,6.4903474903474905,14,5,4,33,0,9,7.614600636746674,0.6666666666666666,10.625,0,0.7142857142857144
WC-2018_ISL,T-37,Iceland,ISL,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,3,2,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,7.285714285714286,6.4903474903474905,14,5,4,34,0,0,4.25745142161159,0.6666666666666666,0.0,0,2.0044642857142856
WC-1978_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-1978,1978 FIFA Men's World Cup,1978,3,2,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,2.0,2.727272727272727,1,0,6,35,0,0,1.9742978550286596,0.6666666666666666,0.0,0,-4.375
WC-1998_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-1998,1998 FIFA Men's World Cup,1998,3,2,group stage,2.0,2,1,3.0,2.0,2.0,1.75,2.727272727272727,4,0,6,35,0,0,1.9742978550286596,0.6666666666666666,2.0,0,-3.59375
WC-2006_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage,2.0,4,2,3.0,2.0,2.0,2.8,2.727272727272727,5,0,6,35,0,0,0.0,0.6666666666666666,2.0,0,-1.7937500000000002
WC-2014_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-2014,2014 FIFA Men's World Cup,2014,3,1,group stage,2.0,6,3,3.0,2.0,2.0,2.25,2.727272727272727,4,0,6,35,0,0,0.0,0.3333333333333333,2.0,0,-3.09375
WC-2018_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-2018,2018 FIFA Men's World Cup,2018,3,2,group stage,1.75,7,4,3.0,1.0,1.6666666666666667,3.0,2.727272727272727,5,0,6,35,0,-1,0.5,0.6666666666666666,1.75,0,-2.28125
WC-2022_IRN,T-38,Iran,IRN,Asian Football Confederation,Middle East,WC-2022,2022 FIFA Men's World Cup,2022,3,4,group stage,1.8,9,5,3.0,2.0,1.6666666666666667,3.6666666666666665,2.727272727272727,6,0,6,35,0,1,0.4472135954999579,1.3333333333333333,1.8,0,-1.7083333333333335
WC-1986_IRQ,T-39,Iraq,IRQ,Asian Football Confederation,Middle East,WC-1986,1986 FIFA Men's World Cup,1986,3,1,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,2.5,2.727272727272727,2,0,6,36,0,0,1.9742978550286596,0.3333333333333333,0.0,0,-3.0
WC-1970_ISR,T-40,Israel,ISR,Union of European Football Associations,Middle East,WC-1970,1970 FIFA Men's World Cup,1970,3,1,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.5,6.4903474903474905,10,5,6,37,0,0,4.25745142161159,0.3333333333333333,0.0,0,-0.4375
WC-1934_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,5,12,final,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,38,6,0,4.25745142161159,2.4,0.0,1,0.958333333333333
WC-1938_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,4,11,final,12.0,12,1,5.0,12.0,12.0,5.416666666666667,6.4903474903474905,12,5,4,38,6,0,4.25745142161159,2.75,12.0,0,-0.18333333333333268
WC-1950_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,2,4,group stage,11.5,23,2,4.5,11.0,11.5,6.333333333333333,6.4903474903474905,6,5,4,38,0,-1,0.7071067811865476,2.0,11.5,0,-0.4358974358974361
WC-1954_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,3,6,group stage,9.0,27,3,3.6666666666666665,4.0,9.0,9.5,6.4903474903474905,12,5,4,38,0,-7,4.358898943540674,2.0,9.0,0,0.75
WC-1962_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,3,3,group stage,8.25,33,4,3.5,6.0,7.0,5.1,6.4903474903474905,10,5,4,38,0,2,3.8622100754188224,1.0,8.25,0,-0.46250000000000036
WC-1966_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,3,2,group stage,7.2,36,5,3.4,3.0,4.333333333333333,7.1,6.4903474903474905,10,5,4,38,0,-3,4.08656334834051,0.6666666666666666,7.2,0,1.5374999999999996
WC-1970_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1970,1970 FIFA Men's World Cup,1970,6,10,final,6.333333333333333,38,6,3.3333333333333335,2.0,3.6666666666666665,5.5,6.4903474903474905,10,5,4,38,6,-1,4.226897995772629,1.6666666666666667,6.333333333333333,0,-0.4375
WC-1974_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1974,1974 FIFA Men's World Cup,1974,3,5,group stage,6.857142857142857,48,7,3.7142857142857144,10.0,5.0,8.666666666666666,6.4903474903474905,9,5,4,38,0,8,4.099941927579439,1.6666666666666667,6.857142857142857,0,2.604166666666666
WC-1978_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1978,1978 FIFA Men's World Cup,1978,7,9,third-place match,6.625,53,8,3.625,5.0,5.666666666666667,6.3,6.4903474903474905,10,5,4,38,5,-5,3.8521793460696654,1.2857142857142858,6.625,0,-0.07500000000000018
WC-1982_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,7,12,final,6.888888888888889,62,9,4.0,9.0,8.0,7.5,6.4903474903474905,14,5,4,38,6,4,3.689323936863109,1.7142857142857142,6.888888888888889,0,1.416666666666667
WC-1986_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,4,5,round of 16,7.4,74,10,4.3,12.0,8.666666666666666,6.214285714285714,6.4903474903474905,14,5,4,38,2,3,3.8355066303046734,1.25,7.4,0,0.7142857142857144
WC-1990_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,10,third-place match,7.181818181818182,79,11,4.2727272727272725,5.0,8.666666666666666,5.928571428571429,6.4903474903474905,14,5,4,38,5,-7,3.709937514788674,1.4285714285714286,7.181818181818182,1,1.1369047619047619
WC-1994_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1994,1994 FIFA Men's World Cup,1994,7,8,final,7.416666666666667,89,12,4.5,10.0,9.0,6.846153846153846,6.4903474903474905,13,5,4,38,6,5,3.629633924274241,1.1428571428571428,7.416666666666667,0,0.9711538461538458
WC-1998_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,8,quarter-finals,7.461538461538462,97,13,4.6923076923076925,8.0,7.666666666666667,6.8,6.4903474903474905,15,5,4,38,3,-2,3.478873970491616,1.6,7.461538461538462,0,1.4562499999999998
WC-2002_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16,7.5,105,14,4.714285714285714,8.0,8.666666666666666,5.6,6.4903474903474905,15,5,4,38,2,0,3.3454906504588666,1.25,7.5,0,0.5687499999999996
WC-2006_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,12,final,7.333333333333333,110,15,4.666666666666667,5.0,7.0,5.785714285714286,6.4903474903474905,14,5,4,38,6,-3,3.2877840272018792,1.7142857142857142,7.333333333333333,0,1.1919642857142856
WC-2010_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,4,group stage,7.625,122,16,4.8125,12.0,8.333333333333334,5.153846153846154,6.4903474903474905,13,5,4,38,0,7,3.383784863137726,1.3333333333333333,7.625,0,0.6225961538461542
WC-2014_ITA,T-41,Italy,ITA,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,3,2,group stage,7.411764705882353,126,17,4.705882352941177,4.0,7.0,6.384615384615385,6.4903474903474905,13,5,4,38,0,-8,3.392248950353802,0.6666666666666666,7.411764705882353,0,1.040865384615385
WC-2006_CIV,T-42,Ivory Coast,CIV,Confederation of African Football,Africa,WC-2006,2006 FIFA Men's World Cup,2006,3,5,group stage,3.499206349206349,0,0,3.3259920634920634,3.1944444444444446,3.398148148148148,2.8,3.204081632653061,5,1,0,39,0,0,1.7966456998631248,1.6666666666666667,0.0,0,-1.7937500000000002
WC-2010_CIV,T-42,Ivory Coast,CIV,Confederation of African Football,Africa,WC-2010,2010 FIFA Men's World Cup,2010,3,4,group stage,5.0,5,1,3.0,5.0,5.0,2.8333333333333335,3.204081632653061,6,1,0,39,0,0,1.7966456998631248,1.3333333333333333,5.0,0,-1.6979166666666665
WC-2014_CIV,T-42,Ivory Coast,CIV,Confederation of African Football,Africa,WC-2014,2014 FIFA Men's World Cup,2014,3,4,group stage,4.5,9,2,3.0,4.0,4.5,3.8,3.204081632653061,5,1,0,39,0,-1,0.7071067811865476,1.3333333333333333,4.5,0,-1.5437500000000002
WC-1998_JAM,T-43,Jamaica,JAM,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-1998,1998 FIFA Men's World Cup,1998,3,3,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,4.0,3.0869565217391304,3,2,1,40,0,0,1.914945701178401,1.0,0.0,0,-1.34375
WC-1998_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,1.75,2.727272727272727,4,0,3,41,0,0,1.9742978550286596,0.3333333333333333,0.0,0,-3.59375
WC-2002_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16,1.0,1,1,3.0,1.0,1.0,3.25,2.727272727272727,4,0,3,41,2,0,1.9742978550286596,1.25,1.0,0,-1.78125
WC-2006_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage,3.0,6,2,3.5,5.0,3.0,2.8,2.727272727272727,5,0,3,41,0,4,2.8284271247461903,0.6666666666666666,3.0,0,-1.7937500000000002
WC-2010_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2010,2010 FIFA Men's World Cup,2010,4,4,round of 16,2.6666666666666665,8,3,3.3333333333333335,2.0,2.6666666666666665,3.5,2.727272727272727,4,0,3,41,2,-3,2.081665999466133,1.0,2.6666666666666665,0,-1.03125
WC-2014_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2014,2014 FIFA Men's World Cup,2014,3,2,group stage,3.0,12,4,3.5,4.0,3.6666666666666665,2.25,2.727272727272727,4,0,3,41,0,2,1.8257418583505538,0.6666666666666666,3.0,0,-3.09375
WC-2018_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2018,2018 FIFA Men's World Cup,2018,4,6,round of 16,2.8,14,5,3.4,2.0,2.6666666666666665,3.0,2.727272727272727,5,0,3,41,2,-2,1.6431676725154984,1.5,2.8,0,-2.28125
WC-2022_JPN,T-44,Japan,JPN,Asian Football Confederation,East Asia,WC-2022,2022 FIFA Men's World Cup,2022,4,5,round of 16,3.3333333333333335,20,6,3.5,6.0,4.0,3.6666666666666665,2.727272727272727,6,0,3,41,2,4,1.9663841605003503,1.25,3.3333333333333335,0,-1.7083333333333335
WC-1982_KWT,T-45,Kuwait,KWT,Asian Football Confederation,Middle East,WC-1982,1982 FIFA Men's World Cup,1982,3,2,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,2.0,2.727272727272727,1,0,6,42,0,0,1.9742978550286596,0.6666666666666666,0.0,0,-4.083333333333333
WC-1930_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1930,1930 FIFA Men's World Cup,1930,3,4,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,5.5,3.0869565217391304,2,2,7,43,0,0,1.914945701178401,1.3333333333333333,0.0,0,0.11538461538461497
WC-1950_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1950,1950 FIFA Men's World Cup,1950,3,2,group stage,4.0,4,1,3.0,4.0,4.0,3.0,3.0869565217391304,2,2,7,43,0,0,1.914945701178401,0.6666666666666666,4.0,0,-3.769230769230769
WC-1954_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1954,1954 FIFA Men's World Cup,1954,2,2,group stage,3.0,6,2,3.0,2.0,3.0,2.0,3.0869565217391304,1,2,7,43,0,-2,1.4142135623730951,1.0,3.0,0,-6.75
WC-1958_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1958,1958 FIFA Men's World Cup,1958,3,1,group stage,2.6666666666666665,8,3,2.6666666666666665,2.0,2.6666666666666665,1.0,3.0869565217391304,1,2,7,43,0,0,1.1547005383792515,0.3333333333333333,2.6666666666666665,0,-6.875
WC-1962_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1962,1962 FIFA Men's World Cup,1962,3,3,group stage,2.25,9,4,2.75,1.0,1.6666666666666667,3.0,3.0869565217391304,1,2,7,43,0,-1,1.2583057392117916,1.0,2.25,0,-2.5625
WC-1966_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1966,1966 FIFA Men's World Cup,1966,3,1,group stage,2.4,12,5,2.8,3.0,2.0,1.0,3.0869565217391304,1,2,7,43,0,2,1.140175425099138,0.3333333333333333,2.4,0,-4.5625
WC-1970_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1970,1970 FIFA Men's World Cup,1970,4,6,quarter-finals,2.1666666666666665,13,6,2.8333333333333335,1.0,1.6666666666666667,3.0,3.0869565217391304,2,2,7,43,3,-2,1.1690451944500122,1.5,2.1666666666666665,1,-2.9375
WC-1978_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1978,1978 FIFA Men's World Cup,1978,3,2,group stage,2.7142857142857144,19,7,3.0,6.0,3.3333333333333335,2.0,3.0869565217391304,1,2,7,43,0,5,1.799470821684875,0.6666666666666666,2.7142857142857144,0,-4.375
WC-1986_MEX,T-46,Mexico,MEX,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1986,1986 FIFA Men's World Cup,1986,5,6,quarter-finals,2.625,21,8,3.0,2.0,3.0,3.0,3.0869565217391304,2,2,7,43,3,-4,1.685018016012207,1.2,2.625,1,-2.5
